Price,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,
2015-01-02,26.351516723632812,26.662529798560367,26.26841222285612,26.50328935778615,26480000
2015-01-05,25.84941291809082,26.273883833039605,25.764320935060198,26.23208386279166,41182000
2015-01-06,25.211467742919922,25.93649991035023,25.15722648400916,25.90116924923008,54456000
2015-01-07,25.137319564819336,25.452810654848868,25.062677568471276,25.425940599196498,46918000
2015-01-08,25.22490119934082,25.25425988998477,24.633228479386553,24.956185466108163,73054000
2015-01-09,24.916872024536133,25.308998280574947,24.813866036099117,25.288098294715493,42000000
2015-01-12,24.7347469329834,24.894980176137008,24.42870922148024,24.843227553129108,57138000
2015-01-13,24.970619201660156,25.309001596524464,24.744700006112208,25.00893584742268,60958000
2015-01-14,25.17613410949707,25.29208063266262,24.78948434572866,24.90194563941595,52800000
2015-01-15,25.080589294433594,25.36622242102555,24.98106474339957,25.323427756269194,51068000
2015-01-16,25.40155601501465,25.420962059892116,25.034807773170588,25.037793756599353,49658000
2015-01-20,25.375680923461914,25.657832653151154,25.3473169258771,25.516508114522328,46796000
2015-01-21,25.895692825317383,25.968345425775695,25.35826138196683,25.420463989857982,46356000
2015-01-22,26.737171173095703,26.8138044588719,25.97133376461755,26.02557312241996,56068000
2015-01-23,26.968564987182617,27.140742155638115,26.660040555396062,26.77349844145609,45966000
2015-01-26,26.708311080932617,26.94617420514463,26.476917271810308,26.94617420514463,30932000
2015-01-27,25.935503005981445,26.512245817096385,25.919081045777528,26.443573891037325,39148000
2015-01-28,25.499588012695312,26.159433438060667,25.495607333998667,26.125097474176556,35822000
2015-01-29,25.539398193359375,25.636931463844675,25.054216680385302,25.52297623300577,79018000
2015-01-30,26.74961280822754,27.025792567820293,25.785720959525282,25.826526239009823,121108000
2015-02-02,26.483383178710938,26.697360303621316,25.961876342465544,26.58887780034442,75378000
2015-02-03,26.538122177124023,26.744633397578692,26.215165196561706,26.37092039377398,47062000
2015-02-04,26.17983627319336,26.709801856826733,26.12658971226051,26.530160678669176,33896000
2015-02-05,26.365446090698242,26.4082407544471,26.15694169611384,26.270896915219044,33176000
2015-02-06,26.566984176635742,26.88247525732463,26.306729044814695,26.424167604600843,42938000
2015-02-09,26.33808135986328,26.566986532757863,26.251992771669443,26.426656685957802,30314000
2015-02-10,26.879491806030273,26.921291782270956,26.332606885274785,26.480898090721922,47430000
2015-02-11,26.772005081176758,26.96856557211133,26.672480517652865,26.858093667271707,38306000
